West Germany, Live births by calendar year, age, birth cohort and birth order (Lexis triangles)
Last modified: 04/02/2019
Year   Age    Cohort           Total             B1             B2             B3             B4            B5p
2013    43      1969          877.29         259.44         271.39         181.62          83.13          81.71
2013    44      1969          757.71         229.56         230.61         153.38          70.87          73.29
2013    44      1968          444.05         151.11         133.14          75.21          39.49          45.10
2013    45      1968          375.95         127.89         111.86          64.79          32.51          38.90
2013    45      1967          221.89          69.88          65.18          46.26          17.94          22.63
2013    46      1967          188.11          59.12          54.82          37.74          15.06          21.37
2013    46      1966          125.38          39.17          35.00          19.21          10.54          21.46
2013    47      1966          100.62          33.83          28.00          14.79           7.46          16.54
2013    47      1965           48.77          21.44          13.78           7.00           1.57           4.98
2013    48      1965           41.23          18.56          11.22           6.00           1.43           4.02
2013    48      1964           29.08          12.02           7.10           4.67           2.24           3.05
2013    49      1964           26.92          10.98           5.90           4.33           2.76           2.95
2013    49      1963           20.59           8.25           3.07           3.06           3.69           2.52
2013    50      1963           19.41           7.75           2.93           2.94           3.31           2.48
2013    50      1962           14.23           5.57           3.00           2.36           1.38           1.92
2013    51      1962           12.77           4.97           2.95           2.14           1.05           1.66
2013    51      1961            8.78           3.46           2.29           1.47           0.58           0.98
2013    52      1961            7.43           2.97           2.05           1.23           0.44           0.74
2013    52      1960            4.25           1.77           1.28           0.68           0.22           0.31
2013    53      1960            3.46           1.46           1.08           0.54           0.16           0.22
2013    53      1959            1.87           0.82           0.61           0.27           0.08           0.09
2013    54      1959            1.34           0.59           0.44           0.19           0.05           0.06
2013    54      1958            0.63           0.29           0.22           0.09           0.02           0.02
2013    55+        .            0.23           0.10           0.08           0.03           0.01           0.01
2014    12-        .            0.13           0.11           0.01           0.00           0.00           0.00
2014    13      2001            0.60           0.56           0.04           0.00           0.00           0.00
2014    13      2000           11.75          11.44           0.31           0.00           0.00           0.00
2014    14      2000           30.52          29.88           0.64           0.00           0.00           0.00
2014    14      1999           78.95          77.73           1.22           0.00           0.00           0.00
2014    15      1999          117.05         115.27           1.78           0.00           0.00           0.00
2014    15      1998          239.20         234.09           4.95           0.16           0.00           0.00
2014    16      1998          330.80         321.91           8.05           0.84           0.00           0.00
2014    16      1997          592.44         571.93          19.64           0.87           0.00           0.00
2014    17      1997          784.56         751.07          32.36           1.13           0.00           0.00
2014    17      1996         1146.15        1047.27          93.15           5.73           0.00           0.00
2014    18      1996         1374.85        1224.73         139.85          10.27           0.00           0.00
2014    18      1995         1993.61        1742.85         229.85          20.10           0.81           0.00
2014    19      1995         2377.39        2049.15         294.15          28.90           5.19           0.00
2014    19      1994         3031.73        2527.97         437.07          60.80           5.50           0.39
2014    20      1994         3496.27        2851.03         550.93          85.20           6.50           2.61
2014    20      1993         4070.55        3098.02         821.04         128.48          18.78           4.23
2014    21      1993         4609.45        3404.98        1009.96         161.52          28.22           4.77
2014    21      1992         5230.94        3716.85        1251.55         216.33          40.30           5.91
2014    22      1992         5845.06        4069.15        1455.45         262.67          50.70           7.09
2014    22      1991         6526.23        4356.25        1733.47         352.79          72.00          11.72
2014    23      1991         7271.77        4768.75        1976.53         422.21          89.00          15.28
2014    23      1990         8483.73        5402.06        2381.42         549.20         127.91          23.14
2014    24      1990         9101.27        5736.94        2576.58         612.80         146.09          28.86
2014    24      1989        10164.40        6360.04        2878.59         711.83         166.78          47.16
2014    25      1989        11013.60        6842.96        3132.41         793.17         186.22          58.84
2014    25      1988        12651.08        7695.96        3653.00         987.31         236.45          78.35
2014    26      1988        13643.92        8212.04        3983.00        1088.69         267.55          92.65
2014    26      1987        14407.39        8461.36        4354.79        1151.46         315.71         124.07
2014    27      1987        15321.61        8914.64        4676.21        1243.54         347.29         139.93
2014    27      1986        16700.13        9607.32        5110.45        1449.09         386.19         147.09
2014    28      1986        17439.87        9935.68        5392.55        1543.91         409.81         157.91
2014    28      1985        17918.50        9917.71        5767.20        1607.46         437.12         189.01
2014    29      1985        19038.50       10412.29        6202.80        1734.54         474.88         213.99
2014    29      1984        19814.71       10626.04        6511.46        1894.38         526.94         255.89
2014    30      1984        20499.29       10859.96        6815.54        2001.62         552.06         270.11
2014    30      1983        20932.39       10806.07        7205.89        2118.23         550.83         251.36
2014    31      1983        21782.61       11024.93        7646.11        2264.77         582.17         264.64
2014    31      1982        21894.82       10490.10        8025.62        2441.37         634.15         303.58
2014    32      1982        22108.18       10316.90        8253.38        2549.63         663.85         324.42
2014    32      1981        21142.45        9375.74        8129.86        2606.40         680.34         350.12
2014    33      1981        21084.55        9090.26        8232.14        2688.60         708.66         364.88
2014    33      1980        19834.17        8045.56        7982.13        2704.83         741.74         359.91
2014    34      1980        19417.83        7656.44        7898.87        2736.17         759.26         367.09
2014    34      1979        17288.23        6448.21        7150.64        2597.25         728.39         363.75
2014    35      1979        16820.77        6154.79        6947.36        2604.75         736.61         377.25
2014    35      1978        14549.82        5229.24        5869.76        2383.96         683.91         382.95
2014    36      1978        14378.18        5068.76        5782.24        2418.04         709.09         400.05
2014    36      1977        12183.94        4069.03        4924.52        2147.16         680.60         362.63
2014    37      1977        11750.06        3839.97        4752.48        2112.84         682.40         362.37
2014    37      1976         9865.73        3106.77        4008.45        1835.11         594.14         321.26
2014    38      1976         9474.27        2946.23        3816.55        1792.89         588.86         329.74
2014    38      1975         7516.75        2295.45        2915.02        1475.70         506.39         324.20
2014    39      1975         7209.25        2196.55        2762.98        1418.30         500.61         330.80
2014    39      1974         5778.29        1784.21        2188.57        1108.61         416.97         279.93
2014    40      1974         5350.71        1640.79        2002.43        1032.39         404.03         271.07
2014    40      1973         3865.49        1145.37        1395.00         770.42         337.24         217.48
2014    41      1973         3511.51        1031.63        1258.00         707.58         306.76         207.52
2014    41      1972         2607.81         757.94         936.22         539.85         204.12         169.68
2014    42      1972         2350.19         691.06         834.78         477.15         185.88         161.32
2014    42      1971         1614.21         503.92         551.98         296.81         139.70         121.79
2014    43      1971         1398.79         430.08         469.02         257.19         127.30         115.21
2014    43      1970          883.58         243.59         283.15         172.76          90.38          93.70
2014    44      1970          739.42         207.41         231.85         144.24          76.62          79.30
2014    44      1969          448.01         142.06         135.08          84.19          45.12          41.56
2014    45      1969          390.99         129.94         114.92          71.81          37.88          36.44
2014    45      1968          253.18          93.03          69.33          43.03          22.02          25.77
2014    46      1968          213.82          78.97          58.67          36.97          16.98          22.23
2014    46      1967          116.04          39.69          33.35          23.05           7.20          12.74
2014    47      1967           99.96          35.31          29.65          18.95           5.80          10.26
2014    47      1966           74.37          30.50          24.08          10.60           3.68           5.51
2014    48      1966           60.63          25.50          18.92           8.40           3.32           4.49
2014    48      1965           28.38          11.79           7.10           4.26           2.54           2.69
2014    49      1965           24.62          10.21           5.90           3.74           2.46           2.31
2014    49      1964           19.29           8.07           4.44           3.07           2.22           1.48
2014    50      1964           18.71           7.93           4.56           2.93           1.78           1.52
2014    50      1963           15.79           6.60           4.72           2.14           0.66           1.68
2014    51      1963           14.95           6.19           4.70           1.93           0.50           1.63
2014    51      1962           10.33           4.28           3.47           1.25           0.28           1.04
2014    52      1962            8.80           3.68           3.03           1.05           0.22           0.82
2014    52      1961            5.15           2.22           1.83           0.60           0.12           0.37
2014    53      1961            4.16           1.82           1.50           0.48           0.10           0.26
2014    53      1960            2.22           1.00           0.81           0.26           0.05           0.10
2014    54      1960            1.57           0.72           0.57           0.18           0.04           0.07
2014    54      1959            0.75           0.35           0.27           0.09           0.02           0.03
2014    55+        .            0.27           0.13           0.10           0.03           0.01           0.01
2015    12-        .            0.16           0.14           0.02           0.00           0.00           0.00
2015    13      2002            0.79           0.71           0.08           0.00           0.00           0.00
2015    13      2001           15.52          14.87           0.65           0.00           0.00           0.00
2015    14      2001           39.53          38.28           1.25           0.00           0.00           0.00
2015    14      2000           93.57          91.69           1.71           0.16           0.00           0.00
2015    15      2000          133.43         130.31           2.29           0.84           0.00           0.00
2015    15      1999          253.38         245.87           7.02           0.48           0.00           0.00
2015    16      1999          346.62         334.13          11.98           0.52           0.00           0.00
2015    16      1998          576.68         545.45          29.58           1.50           0.14           0.00
2015    17      1998          744.32         694.55          46.42           2.50           0.86           0.00
2015    17      1997         1106.87         998.77          98.97           7.70           1.43           0.00
2015    18      1997         1415.13        1253.23         147.03          13.30           1.57           0.00
2015    18      1996         2064.55        1764.75         269.84          28.62           1.35           0.00
2015    19      1996         2459.45        2062.25         355.16          40.38           1.65           0.00
2015    19      1995         3082.30        2490.09         521.23          63.91           6.63           0.43
2015    20      1995         3540.70        2797.91         645.77          83.09          11.37           2.57
2015    20      1994         4101.15        3074.69         875.02         129.08          21.42           0.96
2015    21      1994         4636.85        3386.31        1053.98         165.92          29.58           1.04
2015    21      1993         5257.04        3642.26        1329.58         237.80          41.72           5.68
2015    22      1993         5943.96        4024.74        1558.42         298.20          52.28          10.32
2015    22      1992         6512.74        4257.79        1773.29         394.73          69.40          17.53
2015    23      1992         7314.26        4711.21        2016.71         475.27          87.60          23.47
2015    23      1991         8144.41        5123.81        2273.77         577.80         138.08          30.94
2015    24      1991         9163.59        5727.19        2563.23         665.20         169.92          38.06
2015    24      1990        10599.72        6652.97        2942.17         759.68         189.90          54.99
2015    25      1990        11447.28        7137.03        3206.83         830.32         208.10          65.01
2015    25      1989        12574.58        7563.50        3706.06         972.78         249.18          83.07
2015    26      1989        13639.42        8100.50        4076.94        1085.22         279.82          96.93
2015    26      1988        15182.32        8860.16        4575.19        1286.49         334.92         125.56
2015    27      1988        16417.68        9495.84        4988.81        1418.51         371.08         143.44
2015    27      1987        17266.58        9818.86        5376.66        1511.74         398.28         161.04
2015    28      1987        18385.42       10373.14        5779.34        1623.26         432.72         176.96
2015    28      1986        19367.95       10784.35        6168.14        1732.18         487.89         195.38
2015    29      1986        20163.05       11110.65        6486.86        1835.82         516.11         213.62
2015    29      1985        20229.30       10817.63        6683.66        1964.79         509.03         254.19
2015    30      1985        21449.70       11305.37        7173.34        2131.21         554.97         284.81
2015    30      1984        21658.00       11099.20        7388.86        2216.70         648.19         305.04
2015    31      1984        22238.00       11196.80        7722.14        2315.30         684.81         318.96
2015    31      1983        21672.82       10498.37        7906.48        2317.86         641.21         308.90
2015    32      1983        22394.18       10550.63        8361.52        2478.14         678.79         325.10
2015    32      1982        22034.96        9611.59        8588.31        2730.91         760.18         343.96
2015    33      1982        22148.04        9364.41        8778.69        2848.09         795.82         361.04
2015    33      1981        20531.46        8269.73        8367.32        2748.23         774.15         372.03
2015    34      1981        20357.54        8007.27        8361.68        2805.77         788.85         393.97
2015    34      1980        18705.55        7049.06        7707.73        2759.96         759.61         429.19
2015    35      1980        18219.45        6704.94        7509.27        2788.04         773.39         443.81
2015    35      1979        15755.82        5511.52        6457.23        2615.36         762.34         409.37
2015    36      1979        15176.18        5180.48        6213.77        2590.64         773.66         417.63
2015    36      1978        12591.51        4089.74        5179.77        2215.30         697.74         408.96
2015    37      1978        12325.49        3949.26        5028.23        2216.70         713.26         418.04
2015    37      1977        10162.33        3240.48        3995.61        1933.04         646.14         347.06
2015    38      1977         9739.67        3070.52        3807.39        1878.96         633.86         348.94
2015    38      1976         7956.36        2416.22        3141.57        1542.30         515.25         341.03
2015    39      1976         7588.64        2291.78        2968.43        1480.70         507.75         339.97
2015    39      1975         5891.67        1795.08        2212.91        1170.66         446.90         266.12
2015    40      1975         5557.33        1691.92        2062.09        1104.34         434.10         264.88
2015    40      1974         4196.67        1275.07        1532.27         821.03         328.32         239.98
2015    41      1974         3755.33        1127.93        1358.73         733.97         304.68         230.02
2015    41      1973         2457.59         706.15         874.54         484.31         224.78         167.80
2015    42      1973         2160.41         622.85         756.46         422.69         203.22         155.20
2015    42      1972         1499.21         451.02         502.07         282.14         145.83         118.15
2015    43      1972         1330.79         405.98         437.93         252.86         124.17         109.85
2015    43      1971          898.21         280.58         287.95         180.15          69.33          80.22
2015    44      1971          773.79         244.42         241.05         154.85          59.67          73.78
2015    44      1970          480.85         155.17         136.60          92.20          42.15          54.73
2015    45      1970          400.15         130.83         114.40          73.80          34.85          46.27
2015    45      1969          237.76          79.28          73.71          40.53          18.49          25.75
2015    46      1969          207.24          71.72          65.29          31.47          16.51          22.25
2015    46      1968          133.94          50.84          42.63          13.74          12.39          14.34
2015    47      1968          114.06          46.16          34.37          11.26          10.61          11.66
2015    47      1967           63.18          30.18          15.39           6.95           5.20           5.46
2015    48      1967           54.82          26.82          12.61           6.05           4.80           4.54
2015    48      1966           39.75          18.96           8.32           4.41           4.92           3.14
2015    49      1966           35.25          17.04           7.68           3.59           4.08           2.86
2015    49      1965           22.99          11.49           6.23           1.58           1.62           2.06
2015    50      1965           21.01          10.51           5.77           1.42           1.38           1.94
2015    50      1964           16.02           7.96           4.04           1.36           1.11           1.53
2015    51      1964           14.59           7.26           3.65           1.32           1.00           1.36
2015    51      1963            9.77           4.88           2.47           0.97           0.64           0.81
2015    52      1963            8.40           4.21           2.16           0.86           0.53           0.63
2015    52      1962            4.76           2.40           1.28           0.52           0.28           0.28
2015    53      1962            3.85           1.94           1.06           0.43           0.21           0.20
2015    53      1961            2.13           1.08           0.61           0.24           0.11           0.09
2015    54      1961            1.51           0.76           0.44           0.17           0.07           0.06
2015    54      1960            0.73           0.37           0.22           0.09           0.03           0.02
2015    55+        .            0.26           0.13           0.08           0.03           0.01           0.01
2016    12-        .            0.14           0.13           0.02           0.00           0.00           0.00
2016    13      2003            0.68           0.63           0.06           0.00           0.00           0.00
2016    13      2002           13.25          12.90           0.36           0.00           0.00           0.00
2016    14      2002           33.93          33.36           0.57           0.00           0.00           0.00
2016    14      2001           87.93          87.50           0.43           0.00           0.00           0.00
2016    15      2001          130.12         129.56           0.57           0.00           0.00           0.00
2016    15      2000          284.88         278.32           6.42           0.14           0.00           0.00
2016    16      2000          400.28         383.83          15.58           0.86           0.00           0.00
2016    16      1999          660.67         610.60          47.04           3.02           0.00           0.00
2016    17      1999          858.70         777.72          75.99           4.98           0.00           0.00
2016    17      1998         1309.66        1157.10         136.81          15.46           0.13           0.17
2016    18      1998         1646.05        1431.51         188.27          24.55           0.87           0.84
2016    18      1997         2485.52        2059.45         374.83          46.48           4.77           0.00
2016    19      1997         3057.80        2478.60         506.39          64.57           8.24           0.00
2016    19      1996         3636.46        2864.41         650.12         106.13          15.79           0.00
2016    20      1996         4011.36        3095.95         761.22         133.96          20.23           0.00
2016    20      1995         4795.63        3457.21        1101.07         202.24          31.27           3.83
2016    21      1995         5275.77        3696.39        1286.50         244.93          38.77           9.18
2016    21      1994         5924.81        4016.37        1522.93         318.63          57.69           9.18
2016    22      1994         6469.14        4299.46        1710.83         375.63          72.39          10.83
2016    22      1993         7064.08        4465.31        1982.56         487.43         108.32          20.46
2016    23      1993         7802.46        4851.67        2218.40         570.97         133.83          27.58
2016    23      1992         8686.82        5343.17        2453.53         678.25         170.09          41.78
2016    24      1992         9595.54        5849.17        2724.64         773.29         196.14          52.30
2016    24      1991        10654.69        6330.32        3121.25         914.89         220.09          68.14
2016    25      1991        11792.66        6962.42        3474.22        1024.83         249.21          81.98
2016    25      1990        13894.06        8215.71        4061.86        1176.92         323.10         116.47
2016    26      1990        14743.77        8679.74        4319.99        1256.98         353.32         133.74
2016    26      1989        16008.96        9245.93        4756.93        1445.57         394.35         166.19
2016    27      1989        16994.90        9733.89        5094.21        1554.53         426.16         186.11
2016    27      1988        18824.58       10613.93        5779.90        1714.97         493.35         222.42
2016    28      1988        19917.65       11122.40        6190.68        1830.32         531.29         242.96
2016    28      1987        20839.94       11356.48        6652.35        1991.16         572.42         267.53
2016    29      1987        21741.21       11725.08        7019.57        2106.31         605.31         284.93
2016    29      1986        22727.27       12066.65        7467.98        2241.82         646.44         304.38
2016    30      1986        23218.68       12162.10        7731.24        2327.82         674.38         323.14
2016    30      1985        23138.83       11662.70        7951.67        2431.25         719.24         373.97
2016    31      1985        23941.39       11818.81        8391.72        2565.53         760.68         404.66
2016    31      1984        23503.84       11105.28        8636.73        2593.32         759.05         409.46
2016    32      1984        23516.37       10811.86        8844.86        2660.54         777.90         421.21
2016    32      1983        22513.89        9680.29        8873.65        2722.84         802.75         434.35
2016    33      1983        22760.90        9507.24        9112.95        2849.09         840.25         451.37
2016    33      1982        21945.46        8722.95        8945.40        2960.40         865.27         451.44
2016    34      1982        21673.94        8403.11        8886.08        3031.65         892.80         460.29
2016    34      1981        20032.01        7393.57        8247.08        3002.11         926.01         463.24
2016    35      1981        19575.43        7074.92        8045.98        3039.92         938.11         476.51
2016    35      1980        17878.86        6260.69        7258.53        2985.40         879.07         495.18
2016    36      1980        17025.45        5821.31        6902.03        2935.54         869.97         496.61
2016    36      1979        14161.52        4548.00        5765.74        2586.10         816.99         444.69
2016    37      1979        13342.04        4199.37        5419.19        2479.52         800.95         443.00
2016    37      1978        10977.96        3376.76        4422.83        2069.02         688.54         420.80
2016    38      1978        10607.18        3232.22        4232.60        2018.26         690.25         433.85
2016    38      1977         8740.10        2626.20        3383.23        1692.60         630.79         407.28
2016    39      1977         8220.94        2460.51        3144.79        1611.41         604.91         399.33
2016    39      1976         6557.04        1960.88        2465.71        1329.96         473.08         327.42
2016    40      1976         6037.96        1804.64        2241.01        1225.80         446.44         320.07
2016    40      1975         4340.63        1300.07        1553.20         856.25         351.31         279.79
2016    41      1975         3926.34        1162.23        1392.21         774.22         331.07         266.61
2016    41      1974         2787.54         788.91         982.67         560.75         257.98         197.23
2016    42      1974         2449.71         693.26         860.58         489.55         227.28         179.04
2016    42      1973         1636.46         480.93         570.86         316.05         141.36         127.26
2016    43      1973         1410.27         413.18         488.28         268.11         123.78         116.92
2016    43      1972          937.73         261.21         320.23         171.94          90.08          94.27
2016    44      1972          800.68         230.84         263.84         145.14          79.00          81.86
2016    44      1971          491.96         166.60         143.20          86.88          50.04          45.24
2016    45      1971          425.26         145.43         120.83          75.17          43.01          40.82
2016    45      1970          293.73          91.58          83.45          54.55          29.17          34.98
2016    46      1970          245.40          81.43          69.57          42.48          21.85          30.07
2016    46      1969          140.70          60.65          37.50          17.30           8.22          17.04
2016    47      1969          123.36          54.37          34.51          14.71           6.79          12.98
2016    47      1968           83.00          32.71          29.54          10.90           4.88           4.97
2016    48      1968           75.04          30.30          26.47          10.11           4.13           4.03
2016    48      1967           51.47          24.55          15.03           7.27           2.12           2.51
2016    49      1967           46.55          22.46          12.98           6.74           1.88           2.49
2016    49      1966           33.79          15.31           9.01           5.15           1.47           2.84
2016    50      1966           31.22          13.69           7.99           4.85           1.53           3.16
2016    50      1965           23.75           9.48           5.42           3.74           1.70           3.41
2016    51      1965           21.51           8.38           4.78           3.38           1.69           3.28
2016    51      1964           14.50           5.62           3.25           2.26           1.23           2.13
2016    52      1964           12.22           4.81           2.81           1.90           1.04           1.66
2016    52      1963            6.71           2.78           1.67           1.03           0.54           0.70
2016    53      1963            5.39           2.28           1.39           0.82           0.41           0.49
2016    53      1962            2.77           1.23           0.77           0.41           0.19           0.18
2016    54      1962            1.92           0.86           0.55           0.28           0.12           0.11
2016    54      1961            0.92           0.42           0.27           0.13           0.05           0.04
2016    55+        .            0.33           0.15           0.10           0.05           0.02           0.01
2017    12-        .            0.13           0.13           0.00           0.00           0.00           0.00
2017    13      2004            0.61           0.61           0.00           0.00           0.00           0.00
2017    13      2003           11.20          11.20           0.00           0.00           0.00           0.00
2017    14      2003           28.06          28.06           0.00           0.00           0.00           0.00
2017    14      2002           69.94          69.66           0.27           0.00           0.00           0.00
2017    15      2002          102.08         100.35           1.73           0.00           0.00           0.00
2017    15      2001          227.70         215.96          11.44           0.30           0.00           0.00
2017    16      2001          320.36         298.10          20.57           1.70           0.00           0.00
2017    16      2000          552.80         510.75          40.13           1.78           0.14           0.00
2017    17      2000          719.34         659.38          56.88           2.22           0.86           0.00
2017    17      1999         1096.33         947.01         138.45           9.53           1.34           0.00
2017    18      1999         1391.95        1170.23         202.58          17.48           1.66           0.00
2017    18      1998         2113.26        1736.20         329.95          43.49           3.62           0.00
2017    19      1998         2570.27        2076.23         425.13          63.53           5.38           0.00
2017    19      1997         3194.16        2462.96         629.11          88.53          13.05           0.51
2017    20      1997         3731.64        2804.64         791.04         113.50          18.96           3.49
2017    20      1996         4512.44        3186.15        1102.48         193.21          24.96           5.65
2017    21      1996         4902.63        3364.59        1261.76         239.87          30.06           6.35
2017    21      1995         5494.40        3594.94        1510.91         330.27          48.60           9.68
2017    22      1995         5937.91        3812.89        1662.41         386.86          63.43          12.33
2017    22      1994         6663.18        4184.35        1858.17         480.98         115.12          24.56
2017    23      1994         7324.42        4541.60        2052.21         552.21         144.94          33.46
2017    23      1993         8174.54        4933.09        2365.17         669.07         157.24          49.97
2017    24      1993         9111.44        5464.03        2649.32         756.18         180.84          61.07
2017    24      1992        10294.91        6203.69        2960.99         817.19         242.55          70.49
2017    25      1992        11422.58        6853.72        3288.62         917.11         281.56          81.56
2017    25      1991        12786.99        7489.69        3727.40        1142.34         319.09         108.47
2017    26      1991        14089.08        8187.98        4134.35        1286.09         355.06         125.61
2017    26      1990        16216.73        9349.03        4842.77        1456.51         420.28         148.14
2017    27      1990        17006.07        9741.01        5135.18        1528.01         440.91         160.96
2017    27      1989        18189.65       10236.18        5660.14        1644.77         453.95         194.61
2017    28      1989        19172.62       10692.05        6022.98        1755.83         485.25         216.52
2017    28      1988        21195.67       11591.55        6687.39        2050.00         600.42         266.30
2017    29      1988        22307.31       12048.94        7122.91        2192.73         648.85         293.88
2017    29      1987        22877.12       11977.65        7636.19        2272.87         662.70         327.72
2017    30      1987        23617.20       12186.88        8011.28        2375.94         693.60         349.50
2017    30      1986        24320.04       12242.83        8422.20        2530.83         752.12         372.06
2017    31      1986        24469.54       12070.70        8617.39        2613.06         778.21         390.18
2017    31      1985        23571.14       10988.00        8648.92        2699.42         800.54         434.27
2017    32      1985        23970.29       10861.24        8978.70        2837.53         834.81         458.01
2017    32      1984        22923.75        9801.94        8962.42        2895.97         825.57         437.86
2017    33      1984        22633.45        9399.01        9010.21        2950.02         833.79         440.42
2017    33      1983        21239.71        8324.33        8727.79        2929.40         819.13         439.06
2017    34      1983        21227.15        8091.32        8794.78        3027.60         856.23         457.22
2017    34      1982        20067.51        7244.79        8315.37        3090.70         933.71         482.93
2017    35      1982        19621.03        6914.59        8134.05        3121.33         953.68         497.37
2017    35      1981        17887.69        6055.56        7419.80        3010.87         901.65         499.80
2017    36      1981        17205.33        5699.55        7125.43        2967.11         900.73         512.51
2017    36      1980        14989.97        4751.57        6164.70        2678.34         871.87         523.50
2017    37      1980        14058.35        4361.27        5755.27        2569.50         850.48         521.82
2017    37      1979        11488.11        3407.58        4661.17        2216.09         737.37         465.90
2017    38      1979        10744.43        3151.01        4312.53        2110.60         710.92         459.38
2017    38      1978         8782.86        2565.67        3408.55        1771.67         614.28         422.69
2017    39      1978         8384.11        2440.76        3220.95        1690.86         607.96         423.56
2017    39      1977         6687.90        1936.38        2540.17        1313.36         531.63         366.36
2017    40      1977         6116.57        1765.93        2305.18        1199.03         497.57         348.85
2017    40      1976         4519.06        1299.17        1677.88         894.52         369.62         277.86
2017    41      1976         4038.92        1159.03        1477.35         804.73         338.52         259.30
2017    41      1975         2757.76         789.70         966.69         559.80         248.37         193.20
2017    42      1975         2451.83         700.42         844.43         496.35         228.72         181.91
2017    42      1974         1709.98         485.15         570.19         339.24         171.19         144.20
2017    43      1974         1461.39         416.91         478.87         284.85         148.87         131.88
2017    43      1973          890.02         258.91         281.31         163.69          92.38          93.73
2017    44      1973          763.17         227.12         237.72         141.35          76.65          80.32
2017    44      1972          530.35         167.91         160.82         106.37          46.00          49.26
2017    45      1972          451.76         149.12         135.20          86.66          39.02          41.77
2017    45      1971          271.81          99.10          78.58          40.84          25.72          27.57
2017    46      1971          226.25          84.91          65.43          35.17          20.29          20.45
2017    46      1970          136.23          52.06          39.75          27.82           9.27           7.33
2017    47      1970          113.80          43.95          33.25          23.19           7.74           5.68
2017    47      1969           71.42          28.38          21.14          12.28           6.03           3.59
2017    48      1969           63.60          25.63          18.86          10.72           4.97           3.41
2017    48      1968           42.34          16.84          12.33           7.92           2.30           2.96
2017    49      1968           39.67          17.17          11.67           6.09           1.70           3.04
2017    49      1967           30.78          17.38           8.96           1.52           0.50           2.43
2017    50      1967           29.23          16.63           8.05           1.48           0.50           2.57
2017    50      1966           23.33          11.12           5.22           2.92           1.15           2.92
2017    51      1966           21.22           9.46           4.43           3.26           1.32           2.75
2017    51      1965           14.16           5.84           2.80           2.71           1.12           1.70
2017    52      1965           11.97           4.86           2.37           2.42           1.00           1.32
2017    52      1964            6.78           2.79           1.44           1.41           0.56           0.59
2017    53      1964            5.45           2.27           1.21           1.12           0.43           0.42
2017    53      1963            2.84           1.23           0.69           0.55           0.20           0.16
2017    54      1963            2.00           0.88           0.51           0.38           0.14           0.10
2017    54      1962            0.93           0.42           0.25           0.17           0.06           0.04
2017    55+        .            0.33           0.15           0.09           0.06           0.02           0.01
