East Germany, Live births by calendar year, age reached during the year (ARDY), birth cohort and birth order (vertical parallelograms)
Last modified: 04/02/2019
Year  ARDY   Cohort       Total          B1          B2          B3          B4         B5p
1987    40    1947       334.00       26.16       60.72       84.20       69.98       92.95
1987    41    1946       173.00       15.10       25.26       47.11       29.98       55.56
1987    42    1945       112.00        9.01       18.91       23.13       27.17       33.78
1987    43    1944        94.00        6.12        7.11       26.10       23.79       30.86
1987    44    1943        47.00        8.03        7.05       10.02        5.00       16.90
1987    45    1942        30.00        1.06        1.06        3.97        6.07       17.82
1987    46    1941         7.07        0.00        0.00        3.29        0.40        3.37
1987    47    1940         4.19        0.00        0.00        2.41        0.24        1.54
1987    48    1939         2.45        0.00        0.00        1.61        0.15        0.69
1987    49    1938         1.37        0.00        0.00        0.97        0.08        0.31
1987    50    1937         0.80        0.00        0.00        0.60        0.05        0.15
1987    51    1936         0.51        0.00        0.00        0.39        0.04        0.08
1987    52    1935         0.32        0.00        0.00        0.26        0.02        0.04
1987    53    1934         0.19        0.00        0.00        0.15        0.02        0.02
1987    54    1933         0.08        0.00        0.00        0.07        0.00        0.01
1987    55+   1932-        0.03        0.00        0.00        0.03        0.00        0.00
1988    12-   1976+        0.00        0.00        0.00        0.00        0.00        0.00
1988    13    1975         0.00        0.00        0.00        0.00        0.00        0.00
1988    14    1974         0.00        0.00        0.00        0.00        0.00        0.00
1988    15    1973        61.00       61.00        0.00        0.00        0.00        0.00
1988    16    1972       335.00      331.48        3.52        0.00        0.00        0.00
1988    17    1971      1117.00     1106.98       10.02        0.00        0.00        0.00
1988    18    1970      3247.00     3125.14      117.42        4.45        0.00        0.00
1988    19    1969      8345.00     7850.35      480.64       14.00        0.00        0.00
1988    20    1968     13644.00    12039.13     1523.49       76.31        4.06        1.01
1988    21    1967     17129.00    13644.86     3181.38      278.94       21.84        1.98
1988    22    1966     19568.00    13607.38     5378.36      522.81       52.54        6.90
1988    23    1965     21132.00    12422.33     7730.15      834.99      126.78       17.75
1988    24    1964     21683.00    10468.85     9614.42     1331.14      221.22       47.38
1988    25    1963     20871.00     8169.99    10586.25     1772.29      277.42       65.05
1988    26    1962     18290.00     5452.44    10217.66     2106.31      385.74      127.86
1988    27    1961     15221.00     3477.91     8846.66     2257.51      489.46      149.47
1988    28    1960     12051.00     2072.83     6864.37     2329.66      534.54      249.59
1988    29    1959      9802.00     1506.04     5267.83     2205.86      551.90      270.36
1988    30    1958      7399.00     1025.88     3663.95     1924.03      533.47      251.67
1988    31    1957      5956.00      697.54     2741.89     1753.30      496.49      266.78
1988    32    1956      4743.00      515.28     2004.73     1535.04      443.93      244.03
1988    33    1955      3925.00      404.27     1461.40     1326.63      436.33      296.38
1988    34    1954      3155.00      335.54     1026.10     1115.54      373.95      303.87
1988    35    1953      2420.00      222.55      706.81      895.15      333.18      262.30
1988    36    1952      1894.00      165.42      477.49      717.90      281.52      251.67
1988    37    1951      1378.00      114.23      307.99      518.19      246.11      191.47
1988    38    1950       972.00       96.47      193.28      340.39      173.49      168.36
1988    39    1949       565.00       35.05      119.88      191.37       99.69      119.01
1988    40    1948       352.00       37.08       66.54      107.33       65.77       75.27
1988    41    1947       233.00       19.14       40.23       57.12       46.00       70.51
1988    42    1946       100.00        7.09       21.24       28.02       16.93       26.73
1988    43    1945        62.00        2.01        8.07       16.04       12.99       22.89
1988    44    1944        48.00        4.02        7.09        9.92        8.05       18.92
1988    45    1943        24.00        0.99        3.98        2.02        8.04        8.99
1988    46    1942         4.16        0.00        0.00        0.83        1.45        1.89
1988    47    1941         3.05        0.00        0.00        0.80        1.01        1.25
1988    48    1940         1.92        0.00        0.00        0.63        0.60        0.69
1988    49    1939         1.19        0.00        0.00        0.47        0.35        0.37
1988    50    1938         0.69        0.00        0.00        0.32        0.19        0.18
1988    51    1937         0.43        0.00        0.00        0.22        0.11        0.09
1988    52    1936         0.28        0.00        0.00        0.15        0.07        0.06
1988    53    1935         0.17        0.00        0.00        0.10        0.04        0.03
1988    54    1934         0.09        0.00        0.00        0.05        0.02        0.02
1988    55+   1933-        0.03        0.00        0.00        0.01        0.00        0.00
1989    12-   1977+        0.00        0.00        0.00        0.00        0.00        0.00
1989    13    1976         0.00        0.00        0.00        0.00        0.00        0.00
1989    14    1975         0.00        0.00        0.00        0.00        0.00        0.00
1989    15    1974        68.00       67.07        0.93        0.00        0.00        0.00
1989    16    1973       268.00      265.88        2.12        0.00        0.00        0.00
1989    17    1972       896.00      880.41       15.46        0.13        0.00        0.00
1989    18    1971      3053.00     2954.88       94.31        3.81        0.00        0.00
1989    19    1970      7132.00     6692.28      424.41       15.17        0.13        0.00
1989    20    1969     11860.00    10568.74     1217.89       70.04        3.33        0.00
1989    21    1968     14962.00    12043.17     2680.86      224.58       13.01        0.38
1989    22    1967     17088.00    11962.40     4626.44      443.07       48.58        7.51
1989    23    1966     18969.00    11388.50     6676.61      769.24      115.82       18.82
1989    24    1965     19844.00    10099.91     8342.92     1176.46      178.24       46.47
1989    25    1964     19499.00     8049.77     9555.93     1537.36      270.60       85.34
1989    26    1963     17466.00     5483.35     9622.41     1863.27      377.67      119.31
1989    27    1962     14549.00     3458.59     8377.31     2102.24      451.74      159.13
1989    28    1961     12017.00     2284.24     6738.75     2240.45      529.79      223.78
1989    29    1960      9236.00     1478.01     4801.55     2130.75      555.90      269.79
1989    30    1959      7442.00     1022.45     3576.43     2012.46      549.58      281.09
1989    31    1958      5572.00      677.28     2467.74     1672.44      485.68      268.86
1989    32    1957      4541.00      514.52     1831.10     1449.61      458.38      287.39
1989    33    1956      3543.00      376.56     1283.01     1180.87      418.89      283.68
1989    34    1955      2917.00      291.41      984.04      988.48      377.63      275.45
1989    35    1954      2373.00      232.33      741.42      832.51      311.74      255.01
1989    36    1953      1799.00      161.38      493.09      654.42      257.10      233.00
1989    37    1952      1335.00      112.51      315.47      469.65      224.37      213.00
1989    38    1951       979.00       79.80      199.65      332.76      192.13      174.67
1989    39    1950       671.00       55.62      141.93      227.57      115.74      130.14
1989    40    1949       389.00       37.22       75.68      116.99       64.95       94.16
1989    41    1948       201.00       21.03       34.15       54.01       34.62       57.18
1989    42    1947       120.00        7.33       21.46       27.73       19.04       44.44
1989    43    1946        71.00        1.37       11.62       13.22       12.42       32.37
1989    44    1945        31.00        1.84        1.93        6.89        6.52       13.82
1989    45    1944        13.00        1.31        0.02        3.45        2.89        5.32
1989    46    1943         6.09        0.56        0.04        1.84        1.26        2.39
1989    47    1942         3.80        0.43        0.10        1.25        0.72        1.29
1989    48    1941         3.06        0.42        0.17        1.07        0.54        0.87
1989    49    1940         2.04        0.36        0.21        0.72        0.32        0.45
1989    50    1939         1.30        0.27        0.21        0.43        0.17        0.22
1989    51    1938         0.76        0.19        0.17        0.23        0.09        0.09
1989    52    1937         0.46        0.12        0.12        0.13        0.04        0.04
1989    53    1936         0.28        0.08        0.09        0.07        0.02        0.02
1989    54    1935         0.15        0.05        0.05        0.03        0.01        0.01
1989    55+   1934-        0.05        0.01        0.01        0.01        0.00        0.00
2009    12-   1997+        0.00        0.00        0.00        0.00        0.00        0.00
2009    13    1996         0.21        0.21        0.00        0.00        0.00        0.00
2009    14    1995        13.79       13.79        0.00        0.00        0.00        0.00
2009    15    1994        65.00       65.00        0.00        0.00        0.00        0.00
2009    16    1993       193.00      189.00        4.00        0.00        0.00        0.00
2009    17    1992       410.00      391.00       19.00        0.00        0.00        0.00
2009    18    1991       883.00      813.00       65.00        5.00        0.00        0.00
2009    19    1990      1648.00     1458.00      175.00       14.00        1.00        0.00
2009    20    1989      2169.00     1832.00      313.00       23.00        1.00        0.00
2009    21    1988      2910.00     2322.00      506.00       73.00        8.00        1.00
2009    22    1987      3511.00     2602.00      740.00      140.00       22.00        7.00
2009    23    1986      4052.00     2853.00      914.00      228.00       47.00       10.00
2009    24    1985      4585.00     3101.00     1133.00      259.00       69.00       23.00
2009    25    1984      5413.00     3633.00     1356.00      313.00       82.00       29.00
2009    26    1983      6123.00     3953.00     1622.00      387.00      112.00       49.00
2009    27    1982      6862.00     4148.00     2059.00      454.00      139.00       62.00
2009    28    1981      6918.00     3949.00     2283.00      456.00      152.00       78.00
2009    29    1980      7419.00     3953.00     2630.00      577.00      165.00       94.00
2009    30    1979      7078.00     3383.00     2814.00      615.00      177.00       89.00
2009    31    1978      6903.00     3051.00     2859.00      687.00      189.00      117.00
2009    32    1977      6307.00     2477.00     2850.00      701.00      165.00      114.00
2009    33    1976      5129.00     1791.00     2403.00      658.00      172.00      105.00
2009    34    1975      4316.00     1319.00     2093.00      641.00      155.00      108.00
2009    35    1974      3619.00     1040.00     1667.00      615.00      196.00      101.00
2009    36    1973      3179.00      868.00     1371.00      646.00      181.00      113.00
2009    37    1972      2543.00      614.00     1125.00      496.00      193.00      115.00
2009    38    1971      2338.00      535.00     1005.00      493.00      192.00      113.00
2009    39    1970      1746.00      377.00      689.00      421.00      147.00      112.00
2009    40    1969      1231.00      269.00      423.00      307.00      133.00       99.00
2009    41    1968       871.00      197.00      288.00      207.00       95.00       84.00
2009    42    1967       545.00       97.00      162.00      143.00       66.00       77.00
2009    43    1966       320.00       47.00       93.00       84.00       51.00       45.00
2009    44    1965       182.00       28.00       33.00       56.00       31.00       34.00
2009    45    1964        90.00       13.00       12.00       20.00       21.00       24.00
2009    46    1963        40.00        5.00       12.00       11.00        3.00        9.00
2009    47    1962        13.00        2.00        3.00        2.00        0.00        6.00
2009    48    1961         5.00        1.00        1.00        2.00        1.00        0.00
2009    49    1960         5.00        0.00        3.00        2.00        0.00        0.00
2009    50    1959         3.00        0.00        0.00        1.00        1.00        1.00
2009    51    1958         1.75        0.25        0.27        1.23        0.00        0.00
2009    52    1957         1.11        0.30        0.32        0.49        0.00        0.00
2009    53    1956         0.67        0.25        0.23        0.19        0.00        0.00
2009    54    1955         0.35        0.14        0.14        0.07        0.00        0.00
2009    55+   1954-        0.11        0.05        0.04        0.01        0.00        0.00
2010    12-   1998+        0.00        0.00        0.00        0.00        0.00        0.00
2010    13    1997         0.24        0.24        0.00        0.00        0.00        0.00
2010    14    1996        15.76       15.76        0.00        0.00        0.00        0.00
2010    15    1995        53.00       53.00        0.00        0.00        0.00        0.00
2010    16    1994       205.00      201.00        4.00        0.00        0.00        0.00
2010    17    1993       405.00      375.00       29.00        1.00        0.00        0.00
2010    18    1992       806.00      745.00       58.00        2.00        0.00        1.00
2010    19    1991      1307.00     1140.00      157.00       10.00        0.00        0.00
2010    20    1990      2120.00     1720.00      361.00       35.00        4.00        0.00
2010    21    1989      2798.00     2183.00      515.00       94.00        6.00        0.00
2010    22    1988      3349.00     2455.00      726.00      141.00       21.00        6.00
2010    23    1987      4000.00     2823.00      904.00      217.00       47.00        9.00
2010    24    1986      4630.00     3136.00     1146.00      261.00       72.00       15.00
2010    25    1985      5581.00     3767.00     1402.00      300.00       82.00       30.00
2010    26    1984      6348.00     4056.00     1749.00      372.00      116.00       55.00
2010    27    1983      6890.00     4203.00     2000.00      495.00      122.00       70.00
2010    28    1982      7357.00     4168.00     2450.00      510.00      149.00       80.00
2010    29    1981      7311.00     3883.00     2598.00      574.00      159.00       97.00
2010    30    1980      7618.00     3699.00     2976.00      637.00      186.00      120.00
2010    31    1979      7060.00     3073.00     2979.00      674.00      206.00      128.00
2010    32    1978      6705.00     2554.00     3016.00      772.00      231.00      132.00
2010    33    1977      5822.00     2036.00     2741.00      739.00      204.00      102.00
2010    34    1976      4799.00     1504.00     2307.00      695.00      189.00      104.00
2010    35    1975      3824.00     1144.00     1778.00      636.00      168.00       98.00
2010    36    1974      3254.00      866.00     1447.00      655.00      174.00      112.00
2010    37    1973      2616.00      625.00     1150.00      535.00      181.00      125.00
2010    38    1972      2046.00      494.00      852.00      451.00      144.00      105.00
2010    39    1971      1784.00      399.00      694.00      434.00      162.00       95.00
2010    40    1970      1385.00      302.00      511.00      353.00      120.00       99.00
2010    41    1969       904.00      186.00      302.00      216.00      104.00       96.00
2010    42    1968       546.00       87.00      166.00      148.00       81.00       64.00
2010    43    1967       324.00       53.00       98.00       76.00       58.00       39.00
2010    44    1966       178.00       40.00       53.00       44.00       17.00       24.00
2010    45    1965        91.00       16.00       19.00       30.00       11.00       15.00
2010    46    1964        38.00        6.00        7.00        8.00       11.00        6.00
2010    47    1963        19.00        2.00        8.00        5.00        2.00        2.00
2010    48    1962         5.00        0.00        2.00        0.00        0.00        3.00
2010    49    1961         8.00        2.00        4.00        2.00        0.00        0.00
2010    50    1960         4.00        1.00        1.00        1.00        0.00        1.00
2010    51    1959         1.45        0.94        0.51        0.00        0.00        0.00
2010    52    1958         0.79        0.54        0.26        0.00        0.00        0.00
2010    53    1957         0.45        0.31        0.13        0.00        0.00        0.00
2010    54    1956         0.24        0.16        0.07        0.00        0.00        0.00
2010    55+   1955-        0.08        0.05        0.03        0.00        0.00        0.00
2011    12-   1999+        0.00        0.00        0.00        0.00        0.00        0.00
2011    13    1998         0.18        0.18        0.00        0.00        0.00        0.00
2011    14    1997        12.82       12.82        0.00        0.00        0.00        0.00
2011    15    1996        65.00       65.00        0.00        0.00        0.00        0.00
2011    16    1995       193.00      187.00        6.00        0.00        0.00        0.00
2011    17    1994       365.00      349.00       16.00        0.00        0.00        0.00
2011    18    1993       670.00      606.00       56.00        6.00        2.00        0.00
2011    19    1992      1147.00     1001.00      130.00       16.00        0.00        0.00
2011    20    1991      1668.00     1351.00      275.00       36.00        5.00        1.00
2011    21    1990      2564.00     1979.00      490.00       82.00       12.00        1.00
2011    22    1989      3031.00     2237.00      645.00      128.00       20.00        1.00
2011    23    1988      3725.00     2635.00      861.00      178.00       44.00        7.00
2011    24    1987      4475.00     3128.00     1018.00      258.00       54.00       17.00
2011    25    1986      5371.00     3658.00     1260.00      323.00       91.00       39.00
2011    26    1985      6001.00     3903.00     1559.00      387.00      105.00       47.00
2011    27    1984      6513.00     4063.00     1875.00      423.00       97.00       55.00
2011    28    1983      7152.00     4241.00     2225.00      483.00      133.00       70.00
2011    29    1982      7260.00     3896.00     2566.00      547.00      157.00       94.00
2011    30    1981      7274.00     3636.00     2733.00      637.00      156.00      112.00
2011    31    1980      7153.00     3178.00     2997.00      697.00      181.00      100.00
2011    32    1979      6516.00     2509.00     2918.00      752.00      206.00      131.00
2011    33    1978      5905.00     2103.00     2730.00      749.00      200.00      123.00
2011    34    1977      5197.00     1658.00     2484.00      744.00      183.00      128.00
2011    35    1976      4025.00     1204.00     1871.00      629.00      185.00      136.00
2011    36    1975      3230.00      932.00     1432.00      602.00      155.00      109.00
2011    37    1974      2597.00      678.00     1104.00      543.00      162.00      110.00
2011    38    1973      1980.00      456.00      846.00      449.00      129.00      100.00
2011    39    1972      1698.00      380.00      690.00      401.00      132.00       95.00
2011    40    1971      1351.00      310.00      525.00      306.00      122.00       88.00
2011    41    1970       875.00      175.00      300.00      225.00       95.00       80.00
2011    42    1969       554.00      101.00      186.00      146.00       72.00       49.00
2011    43    1968       327.00       60.00      100.00       91.00       33.00       43.00
2011    44    1967       176.00       33.00       43.00       42.00       28.00       30.00
2011    45    1966       104.00       16.00       30.00       23.00       18.00       17.00
2011    46    1965        38.00        5.00        6.00        8.00        9.00       10.00
2011    47    1964        19.00        3.00        5.00        4.00        3.00        4.00
2011    48    1963         9.00        2.00        3.00        2.00        1.00        1.00
2011    49    1962         5.00        0.00        0.00        1.00        1.00        3.00
2011    50    1961         2.00        0.00        1.00        0.00        0.00        1.00
2011    51    1960         0.90        0.00        0.37        0.00        0.00        0.53
2011    52    1959         0.56        0.00        0.27        0.00        0.00        0.29
2011    53    1958         0.32        0.00        0.19        0.00        0.00        0.12
2011    54    1957         0.17        0.00        0.12        0.00        0.00        0.05
2011    55+   1956-        0.05        0.00        0.04        0.00        0.00        0.01
2012    12-   2000+        0.00        0.00        0.00        0.00        0.00        0.00
2012    13    1999         0.24        0.18        0.06        0.00        0.00        0.00
2012    14    1998        15.76       14.82        0.94        0.00        0.00        0.00
2012    15    1997        60.00       60.00        0.00        0.00        0.00        0.00
2012    16    1996       189.00      187.00        2.00        0.00        0.00        0.00
2012    17    1995       345.01      336.00        9.00        0.00        0.00        0.00
2012    18    1994       619.01      573.00       43.00        3.00        0.00        0.00
2012    19    1993       972.01      826.02      137.00        7.00        2.00        0.00
2012    20    1992      1564.01     1274.01      258.99       29.00        2.00        0.00
2012    21    1991      1952.02     1478.02      396.99       68.00        8.00        1.00
2012    22    1990      2851.03     2080.03      621.00      125.00       21.00        4.00
2012    23    1989      3483.03     2481.04      785.00      180.00       34.00        3.00
2012    24    1988      4392.04     3009.05     1048.00      243.00       77.00       15.00
2012    25    1987      5402.05     3687.06     1286.00      304.00      101.00       24.00
2012    26    1986      6251.06     4136.07     1584.99      366.00      120.00       44.00
2012    27    1985      6764.07     4157.08     1984.99      435.00      121.00       66.00
2012    28    1984      7073.08     4118.08     2249.99      492.00      139.00       74.00
2012    29    1983      7309.08     3946.08     2564.00      553.00      166.00       80.00
2012    30    1982      7470.08     3731.08     2810.99      632.99      172.00      123.00
2012    31    1981      7120.07     3154.07     2959.00      722.00      177.00      108.00
2012    32    1980      6909.07     2655.07     3085.01      805.00      215.00      149.00
2012    33    1979      5966.06     2150.06     2704.01      767.01      206.00      139.00
2012    34    1978      5406.05     1706.05     2595.01      729.00      229.00      147.00
2012    35    1977      4495.04     1288.03     2109.00      747.00      215.00      136.00
2012    36    1976      3616.04      971.03     1660.00      670.00      182.00      133.00
2012    37    1975      2722.03      670.01     1201.01      574.00      153.00      124.00
2012    38    1974      2052.02      519.01      872.01      436.00      137.00       88.00
2012    39    1973      1578.01      362.01      640.00      365.00      116.00       95.00
2012    40    1972      1258.01      280.01      459.01      329.01      105.00       85.00
2012    41    1971       922.01      209.01      319.00      225.00      103.00       66.00
2012    42    1970       602.01      118.00      185.00      180.00       74.00       45.00
2012    43    1969       354.01       57.00      105.00       97.00       43.00       52.00
2012    44    1968       217.00       46.00       55.00       56.00       30.00       30.00
2012    45    1967        92.00       16.00       22.00       29.00       13.00       12.00
2012    46    1966        41.01        5.00        8.00       10.01        9.00        9.00
2012    47    1965        20.00        7.00        3.00        5.00        4.00        1.00
2012    48    1964        17.00        5.00        4.00        2.00        4.00        2.00
2012    49    1963         4.00        2.00        2.00        0.00        0.00        0.00
2012    50    1962         1.00        0.00        0.00        1.00        0.00        0.00
2012    51    1961         2.59        0.14        0.38        1.32        0.00        0.75
2012    52    1960         2.75        0.28        0.66        0.98        0.00        0.83
2012    53    1959         1.70        0.30        0.58        0.50        0.00        0.33
2012    54    1958         0.75        0.20        0.30        0.17        0.00        0.08
2012    55+   1957-        0.22        0.07        0.09        0.04        0.00        0.01
2013    12-   2001+        0.00        0.00        0.00        0.00        0.00        0.00
2013    13    2000         0.20        0.20        0.00        0.00        0.00        0.00
2013    14    1999        13.81       13.81        0.00        0.00        0.00        0.00
2013    15    1998        67.00       67.00        0.00        0.00        0.00        0.00
2013    16    1997       158.00      155.00        3.00        0.00        0.00        0.00
2013    17    1996       338.00      324.00       14.00        0.00        0.00        0.00
2013    18    1995       660.00      610.00       47.00        3.00        0.00        0.00
2013    19    1994       957.00      828.00      122.00        7.00        0.00        0.00
2013    20    1993      1280.00     1027.00      223.00       27.00        2.00        1.00
2013    21    1992      1708.00     1239.00      394.00       66.00        9.00        0.00
2013    22    1991      2135.00     1468.00      521.00      118.00       26.00        2.00
2013    23    1990      3295.00     2313.00      768.00      183.00       27.00        4.00
2013    24    1989      4173.00     2897.00      931.00      248.00       73.00       24.00
2013    25    1988      5339.00     3660.00     1262.00      309.00       80.00       28.00
2013    26    1987      6305.00     4180.00     1629.00      329.00      119.00       48.00
2013    27    1986      6787.00     4271.00     1883.00      422.00      138.00       73.00
2013    28    1985      7171.00     4182.00     2215.00      520.00      180.00       74.00
2013    29    1984      7469.00     4053.00     2592.00      583.00      163.00       78.00
2013    30    1983      7445.00     3630.00     2880.00      651.00      192.00       92.00
2013    31    1982      7387.00     3257.00     3065.00      743.00      201.00      121.00
2013    32    1981      6712.00     2639.00     2983.00      748.00      228.00      114.00
2013    33    1980      6306.00     2211.00     2944.00      774.00      224.00      153.00
2013    34    1979      5259.00     1699.00     2425.00      819.00      193.00      123.00
2013    35    1978      4861.00     1379.00     2303.00      820.00      231.00      128.00
2013    36    1977      4055.00     1136.00     1863.00      723.00      208.00      125.00
2013    37    1976      2902.00      744.00     1294.00      595.00      173.00       96.00
2013    38    1975      2177.00      516.00      903.00      491.00      150.00      117.00
2013    39    1974      1541.00      375.00      590.00      366.00      117.00       93.00
2013    40    1973      1240.00      294.00      416.00      313.00      128.00       89.00
2013    41    1972       859.00      199.00      294.00      217.00       92.00       57.00
2013    42    1971       575.00      127.00      204.00      117.00       73.00       54.00
2013    43    1970       347.00       71.00      130.00       77.00       29.00       40.00
2013    44    1969       212.00       42.00       58.00       49.00       23.00       40.00
2013    45    1968       109.00       17.00       24.00       31.00       19.00       18.00
2013    46    1967        44.00       13.00       14.00        7.00        3.00        7.00
2013    47    1966        24.00        6.00        6.00        5.00        3.00        4.00
2013    48    1965        13.00        2.00        2.00        5.00        1.00        3.00
2013    49    1964         8.00        3.00        2.00        2.00        0.00        1.00
2013    50    1963         3.00        0.00        1.00        1.00        0.00        1.00
2013    51    1962         1.35        0.22        0.54        0.60        0.00        0.00
2013    52    1961         0.84        0.33        0.25        0.25        0.00        0.00
2013    53    1960         0.48        0.25        0.13        0.11        0.00        0.00
2013    54    1959         0.26        0.14        0.07        0.04        0.00        0.00
2013    55+   1958-        0.08        0.04        0.01        0.01        0.00        0.00
2014    12-   2002+        0.00        0.00        0.00        0.00        0.00        0.00
2014    13    2001         0.26        0.26        0.00        0.00        0.00        0.00
2014    14    2000        18.74       18.74        0.00        0.00        0.00        0.00
2014    15    1999        68.00       68.00        0.00        0.00        0.00        0.00
2014    16    1998       192.00      189.00        3.00        0.00        0.00        0.00
2014    17    1997       408.00      390.00       18.00        0.00        0.00        0.00
2014    18    1996       635.00      587.00       43.00        5.00        0.00        0.00
2014    19    1995       975.00      846.00      122.00        6.00        1.00        0.00
2014    20    1994      1219.00      987.00      202.00       28.00        2.00        0.00
2014    21    1993      1502.00     1093.00      337.00       60.00       10.00        2.00
2014    22    1992      1954.00     1351.00      465.00      111.00       20.00        7.00
2014    23    1991      2485.00     1687.00      600.00      155.00       38.00        5.00
2014    24    1990      4067.00     2827.00      891.00      269.00       60.00       20.00
2014    25    1989      5136.00     3549.00     1185.00      299.00       72.00       31.00
2014    26    1988      6354.00     4292.00     1575.00      349.00       88.00       50.00
2014    27    1987      7204.00     4651.00     1931.00      438.00      127.00       57.00
2014    28    1986      7472.00     4392.00     2309.00      535.00      167.00       69.00
2014    29    1985      7791.00     4252.00     2652.00      627.00      173.00       87.00
2014    30    1984      7750.00     3915.00     2893.00      638.00      196.00      108.00
2014    31    1983      7623.00     3465.00     3095.00      742.00      184.00      137.00
2014    32    1982      7357.00     2903.00     3240.00      846.00      225.00      143.00
2014    33    1981      6470.00     2319.00     2960.00      831.00      223.00      137.00
2014    34    1980      5910.00     1921.00     2787.00      826.00      234.00      142.00
2014    35    1979      5002.00     1591.00     2260.00      743.00      238.00      170.00
2014    36    1978      4324.00     1230.00     1932.00      784.00      237.00      141.00
2014    37    1977      3414.00      909.00     1512.00      632.00      208.00      153.00
2014    38    1976      2442.00      604.00     1044.00      511.00      168.00      115.00
2014    39    1975      1841.00      436.00      739.00      397.00      154.00      115.00
2014    40    1974      1278.00      307.00      470.00      303.00      111.00       87.00
2014    41    1973       826.00      197.00      276.00      202.00       87.00       64.00
2014    42    1972       580.00      156.00      156.00      142.00       64.00       62.00
2014    43    1971       380.00       80.00      113.00      103.00       45.00       39.00
2014    44    1970       187.00       38.00       62.00       46.00       20.00       21.00
2014    45    1969       100.00       28.00       27.00       20.00       10.00       15.00
2014    46    1968        42.00       11.00        8.00       14.00        3.00        6.00
2014    47    1967        26.00        6.00        8.00        4.00        4.00        4.00
2014    48    1966         8.00        0.00        1.00        1.00        2.00        4.00
2014    49    1965         6.00        1.00        2.00        3.00        0.00        0.00
2014    50    1964         5.00        1.00        4.00        0.00        0.00        0.00
2014    51    1963         1.43        0.00        0.64        0.34        0.45        0.00
2014    52    1962         0.81        0.00        0.18        0.31        0.32        0.00
2014    53    1961         0.46        0.00        0.10        0.21        0.16        0.00
2014    54    1960         0.23        0.00        0.06        0.11        0.06        0.00
2014    55+   1959-        0.07        0.00        0.02        0.04        0.01        0.00
2015    12-   2003+        0.00        0.00        0.00        0.00        0.00        0.00
2015    13    2002         0.16        0.16        0.00        0.00        0.00        0.00
2015    14    2001        10.84       10.84        0.00        0.00        0.00        0.00
2015    15    2000        63.00       62.00        1.00        0.00        0.00        0.00
2015    16    1999       188.00      186.00        2.00        0.00        0.00        0.00
2015    17    1998       399.00      382.00       17.00        0.00        0.00        0.00
2015    18    1997       687.00      627.00       55.00        5.00        0.00        0.00
2015    19    1996      1040.00      883.00      144.00       13.00        0.00        0.00
2015    20    1995      1295.00     1001.00      255.00       37.00        1.00        1.00
2015    21    1994      1483.00     1041.00      365.00       66.00        9.00        2.00
2015    22    1993      1759.00     1171.00      451.00      116.00       19.00        2.00
2015    23    1992      2300.00     1524.00      565.00      166.00       35.00       10.00
2015    24    1991      2960.00     1910.00      747.00      214.00       63.00       26.00
2015    25    1990      4998.00     3412.00     1167.00      293.00      101.00       25.00
2015    26    1989      6281.00     4226.00     1519.00      359.00      133.00       44.00
2015    27    1988      7164.00     4624.00     1906.00      447.00      128.00       59.00
2015    28    1987      7914.00     4733.00     2431.00      506.00      164.00       80.00
2015    29    1986      8133.00     4425.00     2792.00      625.00      180.00      111.00
2015    30    1985      8002.00     3998.00     2933.00      696.00      244.00      131.00
2015    31    1984      7707.00     3406.00     3187.00      757.00      223.00      134.00
2015    32    1983      7405.00     2912.00     3245.00      858.00      254.00      136.00
2015    33    1982      6755.00     2408.00     3067.00      878.00      257.00      145.00
2015    34    1981      5945.00     1932.00     2713.00      891.00      235.00      174.00
2015    35    1980      5512.00     1627.00     2545.00      916.00      255.00      169.00
2015    36    1979      4403.00     1219.00     1983.00      846.00      225.00      130.00
2015    37    1978      3557.00      967.00     1519.00      715.00      233.00      123.00
2015    38    1977      2754.00      661.00     1137.00      648.00      179.00      129.00
2015    39    1976      1965.00      502.00      761.00      458.00      132.00      112.00
2015    40    1975      1358.00      312.00      529.00      291.00      122.00      104.00
2015    41    1974       887.00      220.00      299.00      181.00       93.00       94.00
2015    42    1973       565.00      139.00      159.00      141.00       61.00       65.00
2015    43    1972       301.00       69.00       91.00       74.00       37.00       30.00
2015    44    1971       208.00       37.00       67.00       57.00       24.00       23.00
2015    45    1970       114.00       25.00       29.00       21.00       15.00       24.00
2015    46    1969        59.00       11.00       21.00       13.00        6.00        8.00
2015    47    1968        22.00        6.00        6.00        4.00        2.00        4.00
2015    48    1967        12.00        4.00        1.00        4.00        2.00        1.00
2015    49    1966        10.00        0.00        2.00        3.00        3.00        2.00
2015    50    1965         3.00        2.00        1.00        0.00        0.00        0.00
2015    51    1964         2.52        0.51        0.00        0.24        0.34        1.42
2015    52    1963         1.77        0.19        0.00        0.27        0.31        0.99
2015    53    1962         1.02        0.14        0.00        0.25        0.21        0.42
2015    54    1961         0.52        0.11        0.00        0.18        0.10        0.13
2015    55+   1960-        0.16        0.04        0.00        0.06        0.03        0.03
2016    12-   2004+        0.00        0.00        0.00        0.00        0.00        0.00
2016    13    2003         0.31        0.31        0.00        0.00        0.00        0.00
2016    14    2002        21.69       21.69        0.00        0.00        0.00        0.00
2016    15    2001        79.00       78.01        1.00        0.00        0.00        0.00
2016    16    2000       208.01      199.01        9.00        0.00        0.00        0.00
2016    17    1999       442.02      416.02       26.00        0.00        0.00        0.00
